experiment,k,instance_id,run_id,instance_seed,run_seed,algorithm,variant,budget_ms,time_ms,F,D,tardiness,gap_to_best_pct
budget,24,0,1,22660524,20501533,LocalSearch,full,300.000000,300.001700,4795.000000,602,4193,0.208986
budget,24,0,1,22660524,20501533,SA,full,300.000000,300.002000,4785.000000,596,4189,0.000000
budget,24,0,1,22660524,20501533,LNS,full,300.000000,300.066400,4851.000000,600,4251,1.379310
budget,24,0,2,22660524,20502542,LocalSearch,full,300.000000,300.002200,4785.000000,596,4189,0.000000
budget,24,0,2,22660524,20502542,SA,full,300.000000,300.001900,4785.000000,596,4189,0.000000
budget,24,0,2,22660524,20502542,LNS,full,300.000000,300.178400,4799.000000,596,4203,0.292581
budget,24,1,0,22660621,20500625,LocalSearch,full,300.000000,300.002600,7071.000000,732,6339,0.798289
budget,24,1,0,22660621,20500625,SA,full,300.000000,300.002600,7015.000000,756,6259,0.000000
budget,24,1,0,22660621,20500625,LNS,full,300.000000,300.174900,7035.000000,756,6279,0.285103
budget,24,1,1,22660621,20501634,LocalSearch,full,300.000000,300.002200,7015.000000,756,6259,0.000000
budget,24,1,1,22660621,20501634,SA,full,300.000000,300.002000,7015.000000,756,6259,0.000000
budget,24,1,1,22660621,20501634,LNS,full,300.000000,300.125500,7023.000000,756,6267,0.114041
budget,24,1,2,22660621,20502643,LocalSearch,full,300.000000,300.002000,7015.000000,756,6259,0.000000
budget,24,1,2,22660621,20502643,SA,full,300.000000,300.002500,7015.000000,756,6259,0.000000
budget,24,1,2,22660621,20502643,LNS,full,300.000000,300.137900,7161.000000,768,6393,2.081254
budget,24,2,0,22660718,20500726,LocalSearch,full,300.000000,300.002500,5727.000000,702,5025,4.583638
budget,24,2,0,22660718,20500726,SA,full,300.000000,300.002600,5476.000000,682,4794,0.000000
budget,24,2,0,22660718,20500726,LNS,full,300.000000,300.293000,5693.000000,718,4975,3.962747
budget,24,2,1,22660718,20501735,LocalSearch,full,300.000000,300.002200,5731.000000,700,5031,4.656684
budget,24,2,1,22660718,20501735,SA,full,300.000000,300.002200,5476.000000,682,4794,0.000000
budget,24,2,1,22660718,20501735,LNS,full,300.000000,300.084600,5693.000000,718,4975,3.962747
budget,24,2,2,22660718,20502744,LocalSearch,full,300.000000,300.002800,5693.000000,718,4975,3.962747
